ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1783563	5.49e-02	1.69e-02	-2.39	-4.134963	-1.53e-01	170671702	TBX19	T-box 19
ILMN_2399622	5.50e-02	1.69e-02	2.39	-4.13553	1.50e-01	71772941	AP1G1	adaptor related protein complex 1 gamma 1 subunit
ILMN_1750049	5.50e-02	1.69e-02	-2.39	-4.135657	-5.04e-02	NA		
ILMN_1729198	5.50e-02	1.69e-02	-2.39	-4.135793	-3.02e-01	NA		
ILMN_1658022	5.50e-02	1.69e-02	-2.39	-4.13626	-1.05e-01	NA		
ILMN_1672295	5.50e-02	1.69e-02	-2.39	-4.136586	-1.90e-01	156151382	ZC3H12A	zinc finger CCCH-type containing 12A
ILMN_1704598	5.50e-02	1.69e-02	-2.39	-4.136924	-8.47e-02	166235887	HYAL4	hyaluronoglucosaminidase 4
ILMN_1719250	5.51e-02	1.69e-02	-2.39	-4.137885	-6.37e-02	148612886	SLC44A4	solute carrier family 44 member 4
ILMN_1692260	5.51e-02	1.69e-02	-2.39	-4.138577	-1.69e-01	338753369	MAFG	MAF bZIP transcription factor G
ILMN_1782560	5.51e-02	1.69e-02	2.39	-4.138579	2.31e-01	332634933	CD86	CD86 molecule
ILMN_1778301	5.52e-02	1.70e-02	-2.39	-4.139316	-1.28e-01	NA		
ILMN_2213297	5.53e-02	1.70e-02	-2.39	-4.141627	-1.22e-01	554506494	C11orf54	chromosome 11 open reading frame 54
ILMN_1667060	5.53e-02	1.70e-02	2.39	-4.141968	1.86e-02	132626772	HSF1	heat shock transcription factor 1
ILMN_3308946	5.53e-02	1.70e-02	-2.39	-4.142031	-8.22e-02	262206081	MIR101-2	microRNA 101-2
ILMN_2124236	5.53e-02	1.70e-02	2.39	-4.142075	2.24e-02	NA		
ILMN_1786050	5.53e-02	1.70e-02	2.39	-4.142139	1.16e-01	24119165	RBBP9	RB binding protein 9, serine hydrolase
ILMN_1847473	5.54e-02	1.70e-02	-2.39	-4.143005	-8.84e-02	18972057		
ILMN_1752647	5.54e-02	1.70e-02	2.39	-4.143006	2.25e-01	283046827	KLRC1	killer cell lectin like receptor C1
ILMN_1753613	5.54e-02	1.70e-02	-2.39	-4.143763	-7.91e-02	324073512	HOXA5	homeobox A5
ILMN_1771642	5.54e-02	1.70e-02	2.39	-4.144022	5.68e-02	441418813	USP20	ubiquitin specific peptidase 20
ILMN_1760121	5.54e-02	1.71e-02	-2.39	-4.144213	-1.32e-01	427918100	RRAGC	Ras related GTP binding C
ILMN_2103761	5.54e-02	1.71e-02	-2.39	-4.144454	-1.32e-01	544224624	TLE4	transducin like enhancer of split 4
ILMN_1671237	5.55e-02	1.71e-02	2.39	-4.146208	1.74e-01	221316724	GNGT2	G protein subunit gamma transducin 2
ILMN_1690611	5.55e-02	1.71e-02	-2.39	-4.146241	-6.67e-02	NA		
ILMN_1726505	5.55e-02	1.71e-02	2.39	-4.146322	1.99e-02	NA		
ILMN_1696383	5.56e-02	1.71e-02	2.39	-4.146793	1.73e-01	225543171	POP4	POP4 homolog, ribonuclease P/MRP subunit
ILMN_1678398	5.56e-02	1.71e-02	-2.39	-4.14685	-6.85e-02	NA		
ILMN_1655080	5.56e-02	1.71e-02	-2.39	-4.146869	-1.15e-01	NA		
ILMN_1769319	5.56e-02	1.71e-02	-2.39	-4.147317	-1.10e-01	187608720	CNBP	CCHC-type zinc finger nucleic acid binding protein
ILMN_2272251	5.56e-02	1.71e-02	2.39	-4.147737	1.61e-02	320202940	ASB11	ankyrin repeat and SOCS box containing 11
ILMN_1798061	5.56e-02	1.71e-02	-2.39	-4.148376	-1.45e-01	198041764	ZFYVE26	zinc finger FYVE-type containing 26
ILMN_2231298	5.57e-02	1.71e-02	-2.39	-4.148581	-5.58e-02	547234757	SERHL2	serine hydrolase-like 2
ILMN_1735180	5.57e-02	1.71e-02	-2.39	-4.148804	-1.09e-01	62548867	NCSTN	nicastrin
ILMN_1747058	5.57e-02	1.72e-02	2.39	-4.14956	1.35e-01	972781988	TRAPPC2L	trafficking protein particle complex 2 like
ILMN_1676435	5.57e-02	1.72e-02	-2.39	-4.150187	-8.79e-02	NA		
ILMN_1682674	5.58e-02	1.72e-02	-2.39	-4.150337	-7.15e-02	NA		
ILMN_3233763	5.58e-02	1.72e-02	2.39	-4.150483	2.46e-02	574957335	SNAI3-AS1	SNAI3 antisense RNA 1
ILMN_1714960	5.58e-02	1.72e-02	-2.39	-4.150622	-7.00e-02	281182388	IQCH	IQ motif containing H
ILMN_3279169	5.58e-02	1.72e-02	2.39	-4.150788	2.51e-02	NA		
ILMN_2363450	5.58e-02	1.72e-02	-2.39	-4.151035	-7.69e-02	391353383	NOXO1	NADPH oxidase organizer 1
ILMN_2293872	5.58e-02	1.72e-02	2.39	-4.151354	2.83e-02	100913190	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2
ILMN_1654474	5.58e-02	1.72e-02	-2.39	-4.151564	-8.11e-02	NA		
ILMN_1728883	5.58e-02	1.72e-02	-2.39	-4.151674	-1.01e-01	NA		
ILMN_1762018	5.58e-02	1.72e-02	2.39	-4.152031	2.73e-02	749385095	PPP4R3CP	protein phosphatase 4 regulatory subunit 3C, pseudogene
ILMN_1904192	5.58e-02	1.72e-02	-2.39	-4.152093	-9.02e-02	83149130		
ILMN_1656993	5.59e-02	1.72e-02	-2.39	-4.152695	-6.32e-02	NA		
ILMN_1682657	5.59e-02	1.72e-02	-2.39	-4.15301	-7.07e-02	NA		
ILMN_3238036	5.59e-02	1.72e-02	-2.39	-4.153321	-1.65e-01	190014600	JAGN1	jagunal homolog 1
ILMN_3247983	5.59e-02	1.72e-02	2.39	-4.153972	3.95e-02	NA		
ILMN_2355776	5.59e-02	1.72e-02	-2.39	-4.154027	-1.77e-01	206725418	GIT2	GIT ArfGAP 2
ILMN_1706386	5.59e-02	1.72e-02	2.39	-4.154244	1.25e-01	115430258	SLC39A4	solute carrier family 39 member 4
ILMN_3215138	5.60e-02	1.73e-02	2.39	-4.154868	5.10e-02	NA		
ILMN_1797988	5.60e-02	1.73e-02	2.39	-4.154872	2.90e-01	167614493	KLRD1	killer cell lectin like receptor D1
ILMN_1742379	5.60e-02	1.73e-02	-2.39	-4.155074	-1.62e-01	526253050	IFT122	intraflagellar transport 122
ILMN_1794589	5.60e-02	1.73e-02	-2.38	-4.15527	-6.97e-02	746816955	MRGPRX2	MAS related GPR family member X2
ILMN_1704554	5.60e-02	1.73e-02	2.38	-4.155363	1.77e-01	NA		
ILMN_1735064	5.60e-02	1.73e-02	2.38	-4.155702	1.91e-01	NA		
ILMN_2163819	5.60e-02	1.73e-02	2.38	-4.15598	1.56e-01	355390329	KIF21B	kinesin family member 21B
ILMN_1812915	5.61e-02	1.73e-02	-2.38	-4.156987	-2.15e-01	224494018	TNFRSF10B	TNF receptor superfamily member 10b
ILMN_1671404	5.61e-02	1.73e-02	-2.38	-4.157214	-1.46e-01	150417970	SVIL	supervillin
ILMN_1777060	5.61e-02	1.73e-02	-2.38	-4.157576	-8.53e-02	299473757	CTH	cystathionine gamma-lyase
ILMN_1709738	5.61e-02	1.73e-02	-2.38	-4.157755	-5.21e-02	NA		
ILMN_1806432	5.61e-02	1.73e-02	2.38	-4.157876	1.53e-01	356874778	NT5C	5', 3'-nucleotidase, cytosolic
ILMN_1755200	5.61e-02	1.73e-02	-2.38	-4.157888	-1.20e-01	NA		
ILMN_2109489	5.61e-02	1.73e-02	2.38	-4.158044	2.82e-01	221625527	GZMB	granzyme B
ILMN_1716234	5.61e-02	1.73e-02	-2.38	-4.158146	-6.67e-02	NA		
ILMN_3237926	5.62e-02	1.74e-02	-2.38	-4.159416	-2.81e-01	815890925	CCNJL	cyclin J like
ILMN_1787594	5.62e-02	1.74e-02	-2.38	-4.159484	-6.43e-02	NA		
ILMN_1793830	5.62e-02	1.74e-02	-2.38	-4.15958	-9.20e-02	153791825	SPATA31A7	SPATA31 subfamily A member 7
ILMN_3200018	5.62e-02	1.74e-02	2.38	-4.160086	4.09e-02	NA		
ILMN_1666718	5.63e-02	1.74e-02	-2.38	-4.160945	-6.79e-02	NA		
ILMN_3267076	5.63e-02	1.74e-02	2.38	-4.161021	1.12e-02	NA		
ILMN_1691361	5.63e-02	1.74e-02	-2.38	-4.16113	-6.99e-02	NA		
ILMN_1795298	5.63e-02	1.74e-02	-2.38	-4.161833	-2.09e-01	91106713	GPER1	G protein-coupled estrogen receptor 1
ILMN_1900371	5.63e-02	1.74e-02	-2.38	-4.162027	-8.87e-02	10399675		
ILMN_1667257	5.63e-02	1.74e-02	-2.38	-4.16203	-8.55e-02	115387093	SDHB	succinate dehydrogenase complex iron sulfur subunit B
ILMN_1673753	5.64e-02	1.74e-02	2.38	-4.163072	1.74e-01	NA		
ILMN_1716264	5.64e-02	1.74e-02	-2.38	-4.163289	-8.04e-02	38327521	ANKRD1	ankyrin repeat domain 1
ILMN_1796836	5.64e-02	1.74e-02	-2.38	-4.163809	-7.18e-02	NA		
ILMN_1763997	5.64e-02	1.74e-02	-2.38	-4.163965	-9.06e-02	568599848	FAM98B	family with sequence similarity 98 member B
ILMN_1674390	5.65e-02	1.74e-02	2.38	-4.164131	1.08e-01	258613967	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta
ILMN_3238709	5.65e-02	1.75e-02	2.38	-4.164416	3.33e-02	NA		
ILMN_2415474	5.65e-02	1.75e-02	-2.38	-4.164472	-8.37e-02	356582394	FAM19A4	family with sequence similarity 19 member A4, C-C motif chemokine like
ILMN_1810941	5.65e-02	1.75e-02	2.38	-4.16533	1.87e-01	205830449	COMT	catechol-O-methyltransferase
ILMN_2414135	5.66e-02	1.75e-02	2.38	-4.165968	1.03e-02	744066792	PLP1	proteolipid protein 1
ILMN_2200714	5.66e-02	1.75e-02	2.38	-4.166257	1.01e-02	52421348	OR4F3	olfactory receptor family 4 subfamily F member 3
ILMN_1800267	5.66e-02	1.75e-02	-2.38	-4.167084	-1.15e-01	387942375	FAM13A	family with sequence similarity 13 member A
ILMN_3207233	5.66e-02	1.75e-02	-2.38	-4.167311	-1.71e-01	NA		
ILMN_3248057	5.67e-02	1.75e-02	2.38	-4.168379	7.86e-02	NA		
ILMN_1802167	5.67e-02	1.75e-02	-2.38	-4.168589	-6.80e-02	393195301	ALDH1L1	aldehyde dehydrogenase 1 family member L1
ILMN_1762281	5.67e-02	1.75e-02	2.38	-4.168755	9.30e-02	526479819	DCTN3	dynactin subunit 3
ILMN_1834180	5.67e-02	1.75e-02	-2.38	-4.168851	-1.05e-01	NA		
ILMN_3247256	5.67e-02	1.75e-02	-2.38	-4.168865	-1.60e-01	NA		
ILMN_1797965	5.67e-02	1.76e-02	-2.38	-4.169465	-9.92e-02	315113896	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2
ILMN_1688242	5.68e-02	1.76e-02	-2.38	-4.169665	-7.57e-02	414144891	C6	complement component 6
ILMN_1766914	5.68e-02	1.76e-02	-2.38	-4.170022	-9.17e-02	310923209	MFAP4	microfibrillar associated protein 4
ILMN_1688137	5.68e-02	1.76e-02	-2.38	-4.170066	-7.83e-02	NA		
ILMN_3234963	5.68e-02	1.76e-02	2.38	-4.170114	1.08e-01	NA		
ILMN_1722206	5.68e-02	1.76e-02	2.38	-4.170333	8.28e-02	197313769	MAF	MAF bZIP transcription factor
ILMN_1911278	5.68e-02	1.76e-02	-2.38	-4.170343	-6.00e-02	3127285		
ILMN_2084353	5.68e-02	1.76e-02	2.38	-4.170534	1.37e-01	333440432	M6PR	mannose-6-phosphate receptor, cation dependent
ILMN_1794452	5.68e-02	1.76e-02	-2.38	-4.170971	-6.84e-02	NA		
ILMN_1809488	5.68e-02	1.76e-02	2.38	-4.171202	1.12e-01	162417970	SPCS2	signal peptidase complex subunit 2
ILMN_1804611	5.68e-02	1.76e-02	2.38	-4.171317	1.04e-01	985567220	TMEM263	transmembrane protein 263
ILMN_1722171	5.68e-02	1.76e-02	-2.38	-4.171554	-5.51e-02	NA		
ILMN_2405642	5.69e-02	1.76e-02	2.38	-4.171892	1.14e-01	343790875	DHDDS	dehydrodolichyl diphosphate synthase subunit
ILMN_1871136	5.69e-02	1.76e-02	2.38	-4.172107	4.49e-02	70957806		
ILMN_1810275	5.69e-02	1.76e-02	2.38	-4.172342	1.47e-01	NA		
ILMN_1741701	5.69e-02	1.76e-02	-2.38	-4.172779	-8.62e-02	NA		
ILMN_1688489	5.69e-02	1.76e-02	-2.38	-4.173516	-7.08e-02	119393877	NAIP	NLR family apoptosis inhibitory protein
ILMN_1715625	5.70e-02	1.76e-02	2.38	-4.173799	1.78e-01	1018191557	SLX4IP	SLX4 interacting protein
ILMN_1785574	5.70e-02	1.76e-02	-2.38	-4.17414	-1.55e-01	73747818	HTRA2	HtrA serine peptidase 2
ILMN_1750722	5.70e-02	1.77e-02	-2.38	-4.174673	-1.74e-01	71164880	RPS7	ribosomal protein S7
ILMN_1782939	5.70e-02	1.77e-02	-2.38	-4.174753	-1.44e-01	1046552723	ALB	albumin
ILMN_1678306	5.70e-02	1.77e-02	-2.38	-4.175129	-6.71e-02	NA		
ILMN_1698752	5.70e-02	1.77e-02	-2.38	-4.175179	-1.81e-01	531034768	NLRX1	NLR family member X1
ILMN_1842908	5.70e-02	1.77e-02	-2.38	-4.175469	-5.92e-02	51667287		
ILMN_1734855	5.71e-02	1.77e-02	-2.38	-4.176543	-2.04e-01	331284235	SELPLG	selectin P ligand
ILMN_1756102	5.71e-02	1.77e-02	-2.38	-4.176649	-1.20e-01	531034742	RFX3	regulatory factor X3
ILMN_2185665	5.71e-02	1.77e-02	-2.38	-4.17681	-9.49e-02	62865856	PGAP1	post-GPI attachment to proteins 1
ILMN_1758272	5.71e-02	1.77e-02	-2.38	-4.176949	-8.16e-02	372220086	MYPN	myopalladin
ILMN_1669103	5.71e-02	1.77e-02	-2.38	-4.17728	-8.19e-02	95113663	LRRC1	leucine rich repeat containing 1
ILMN_1750093	5.72e-02	1.77e-02	-2.38	-4.178513	-1.69e-01	195539378	SDHAP1	succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
ILMN_1702396	5.72e-02	1.77e-02	-2.38	-4.17855	-1.33e-01	296841089	PACSIN2	protein kinase C and casein kinase substrate in neurons 2
ILMN_1698803	5.72e-02	1.77e-02	-2.37	-4.178757	-1.07e-01	82880647	ZAK	sterile alpha motif and leucine zipper containing kinase AZK
ILMN_1741688	5.72e-02	1.77e-02	2.37	-4.179116	2.63e-02	223005863	CPXM2	carboxypeptidase X, M14 family member 2
ILMN_1700340	5.72e-02	1.78e-02	-2.37	-4.179223	-7.11e-02	319655549	ASGR2	asialoglycoprotein receptor 2
ILMN_1682316	5.73e-02	1.78e-02	2.37	-4.179318	1.13e-01	74027248	TRIM33	tripartite motif containing 33
ILMN_1798971	5.73e-02	1.78e-02	-2.37	-4.179819	-8.51e-02	111160871	FZD5	frizzled class receptor 5
ILMN_1684485	5.73e-02	1.78e-02	-2.37	-4.17995	-6.99e-02	NA		
ILMN_1701006	5.73e-02	1.78e-02	-2.37	-4.18004	-1.78e-01	742799284	HEXIM2	hexamethylene bisacetamide inducible 2
ILMN_3255965	5.73e-02	1.78e-02	2.37	-4.180116	6.66e-02	NA		
ILMN_1687429	5.73e-02	1.78e-02	-2.37	-4.180285	-7.62e-02	47078277	CHKA	choline kinase alpha
ILMN_3226961	5.73e-02	1.78e-02	2.37	-4.180392	6.98e-02	NA		
ILMN_1701482	5.73e-02	1.78e-02	-2.37	-4.180791	-1.57e-01	116734661	POFUT2	protein O-fucosyltransferase 2
ILMN_2387995	5.74e-02	1.78e-02	-2.37	-4.181739	-4.63e-02	208022655	ANTXR1	anthrax toxin receptor 1
ILMN_1678448	5.74e-02	1.78e-02	-2.37	-4.182164	-5.62e-02	122937513	UNC13C	unc-13 homolog C
ILMN_1848906	5.74e-02	1.78e-02	-2.37	-4.182689	-1.08e-01	27844400		
ILMN_1694357	5.75e-02	1.78e-02	-2.37	-4.183852	-6.77e-02	NA		
ILMN_1888335	5.75e-02	1.78e-02	-2.37	-4.183886	-5.67e-02	28846346		
ILMN_1688814	5.75e-02	1.78e-02	2.37	-4.183911	5.73e-03	305682590	SERPINB6	serpin family B member 6
ILMN_1695000	5.75e-02	1.79e-02	-2.37	-4.18441	-1.85e-01	56788355	TFIP11	tuftelin interacting protein 11
ILMN_1724391	5.75e-02	1.79e-02	-2.37	-4.184553	-7.29e-02	NA		
ILMN_2194627	5.75e-02	1.79e-02	2.37	-4.184572	1.57e-01	999809117	GMCL1	germ cell-less, spermatogenesis associated 1
ILMN_1715669	5.76e-02	1.79e-02	-2.37	-4.185688	-1.62e-01	971825788	TP53I11	tumor protein p53 inducible protein 11
ILMN_1661843	5.76e-02	1.79e-02	-2.37	-4.185826	-6.26e-02	NA		
ILMN_2382309	5.76e-02	1.79e-02	-2.37	-4.186214	-2.15e-01	315360638	TCL1B	T-cell leukemia/lymphoma 1B
ILMN_1713800	5.77e-02	1.79e-02	-2.37	-4.187114	-8.90e-02	NA		
ILMN_2190850	5.77e-02	1.79e-02	-2.37	-4.18734	-8.16e-02	45439320	PPID	peptidylprolyl isomerase D
ILMN_1772957	5.77e-02	1.79e-02	-2.37	-4.187402	-1.25e-01	156139138	FOXRED2	FAD dependent oxidoreductase domain containing 2
ILMN_2105966	5.77e-02	1.79e-02	2.37	-4.187821	1.47e-01	752293523	SLC35A4	solute carrier family 35 member A4
ILMN_2162367	5.77e-02	1.79e-02	-2.37	-4.187891	-1.79e-01	506324312	DMC1	DNA meiotic recombinase 1
ILMN_1906966	5.78e-02	1.79e-02	-2.37	-4.188787	-1.08e-01	11593590		
ILMN_2394552	5.78e-02	1.79e-02	-2.37	-4.188923	-8.90e-02	296080747	WNK3	WNK lysine deficient protein kinase 3
ILMN_1788833	5.78e-02	1.80e-02	-2.37	-4.189283	-8.16e-02	NA		
ILMN_1666464	5.78e-02	1.80e-02	-2.37	-4.189333	-6.62e-02	NA		
ILMN_1761903	5.78e-02	1.80e-02	-2.37	-4.189359	-8.72e-02	1017029555	KCNS1	potassium voltage-gated channel modifier subfamily S member 1
ILMN_1714808	5.78e-02	1.80e-02	2.37	-4.189806	1.28e-01	NA		
ILMN_1652666	5.78e-02	1.80e-02	-2.37	-4.190248	-4.72e-02	NA		
ILMN_1781859	5.79e-02	1.80e-02	2.37	-4.190667	2.12e-03	16596679	UGT2B28	UDP glucuronosyltransferase family 2 member B28
ILMN_3251436	5.79e-02	1.80e-02	2.37	-4.191396	1.45e-01	750321102	DENND4C	DENN domain containing 4C
ILMN_1732374	5.79e-02	1.80e-02	-2.37	-4.191628	-7.29e-02	NA		
ILMN_1752668	5.79e-02	1.80e-02	-2.37	-4.191633	-2.76e-01	319738614	DAAM2	dishevelled associated activator of morphogenesis 2
ILMN_2331062	5.80e-02	1.80e-02	2.37	-4.192241	1.75e-01	89353292	CBFA2T2	CBFA2/RUNX1 translocation partner 2
ILMN_3234179	5.80e-02	1.80e-02	2.37	-4.192298	1.01e-02	308193334	IQCJ	IQ motif containing J
ILMN_1669833	5.80e-02	1.80e-02	-2.37	-4.192798	-1.93e-01	586597937	SH2B2	SH2B adaptor protein 2
ILMN_1811615	5.80e-02	1.80e-02	2.37	-4.193058	8.68e-02	148536852	COPA	coatomer protein complex subunit alpha
ILMN_1785074	5.80e-02	1.80e-02	-2.37	-4.193463	-7.61e-02	NA		
ILMN_1662675	5.80e-02	1.81e-02	-2.37	-4.194025	-8.06e-02	497238567	ADAM2	ADAM metallopeptidase domain 2
ILMN_2316740	5.80e-02	1.81e-02	-2.37	-4.194058	-7.42e-02	60498988	FOXP4	forkhead box P4
ILMN_1728125	5.81e-02	1.81e-02	-2.37	-4.194516	-8.02e-02	NA		
ILMN_1660307	5.81e-02	1.81e-02	-2.37	-4.195546	-1.05e-01	NA		
ILMN_3238652	5.82e-02	1.81e-02	2.37	-4.196274	3.44e-02	NA		
ILMN_1741331	5.82e-02	1.81e-02	2.37	-4.196412	1.25e-01	224451115	AP5M1	adaptor related protein complex 5 mu 1 subunit
ILMN_2412139	5.82e-02	1.81e-02	2.37	-4.196877	6.23e-03	523425731	CABYR	calcium binding tyrosine phosphorylation regulated
ILMN_3269377	5.82e-02	1.81e-02	2.37	-4.197137	2.40e-02	NA		
ILMN_1711491	5.83e-02	1.81e-02	2.37	-4.197715	2.15e-02	261278294	SYNPO	synaptopodin
ILMN_1750413	5.83e-02	1.82e-02	-2.37	-4.198634	-7.21e-02	150378551	SUSD5	sushi domain containing 5
ILMN_1724453	5.83e-02	1.82e-02	-2.37	-4.198695	-9.60e-02	NA		
ILMN_1750641	5.84e-02	1.82e-02	2.37	-4.19935	9.76e-02	146219842	SRCAP	Snf2-related CREBBP activator protein
ILMN_1666068	5.84e-02	1.82e-02	2.37	-4.199555	8.79e-03	125988394	JMJD6	arginine demethylase and lysine hydroxylase
ILMN_3236725	5.84e-02	1.82e-02	-2.37	-4.199872	-7.08e-02	NA		
ILMN_3306064	5.84e-02	1.82e-02	-2.37	-4.200154	-1.91e-01	NA		
ILMN_1693107	5.84e-02	1.82e-02	2.37	-4.200285	8.37e-02	91992159	MLH3	mutL homolog 3
ILMN_1727704	5.84e-02	1.82e-02	-2.37	-4.200724	-8.02e-02	51873033	LRRC29	leucine rich repeat containing 29
ILMN_3290800	5.84e-02	1.82e-02	2.37	-4.200891	1.91e-01	NA		
ILMN_2378404	5.85e-02	1.82e-02	2.37	-4.201342	1.27e-02	NA		
ILMN_1714280	5.85e-02	1.82e-02	-2.37	-4.201613	-9.46e-02	NA		
ILMN_3234664	5.85e-02	1.82e-02	2.37	-4.201646	5.52e-02	NA		
ILMN_1653324	5.85e-02	1.82e-02	-2.37	-4.201682	-6.71e-02	31317244	IL22RA2	interleukin 22 receptor subunit alpha 2
ILMN_1669174	5.85e-02	1.82e-02	2.36	-4.202305	1.52e-01	391224449	IL4	interleukin 4
ILMN_1909417	5.85e-02	1.82e-02	-2.36	-4.202584	-8.48e-02	27827203		
ILMN_1733107	5.86e-02	1.82e-02	2.36	-4.203169	9.07e-02	733214426	NOC4L	nucleolar complex associated 4 homolog
ILMN_1745130	5.86e-02	1.82e-02	-2.36	-4.203228	-6.39e-02	133925798	RBFOX2	RNA binding protein, fox-1 homolog 2
ILMN_1807649	5.86e-02	1.82e-02	-2.36	-4.20334	-2.02e-01	196259827	SPOPL	speckle type BTB/POZ protein like
ILMN_1695893	5.86e-02	1.83e-02	-2.36	-4.204143	-8.44e-02	NA		
ILMN_1685005	5.86e-02	1.83e-02	-2.36	-4.204428	-1.39e-01	301336149	TNFRSF1A	TNF receptor superfamily member 1A
ILMN_1908135	5.86e-02	1.83e-02	-2.36	-4.204447	-1.30e-01	2656525		
ILMN_1790797	5.86e-02	1.83e-02	-2.36	-4.20483	-1.22e-01	525342745	VPS28	VPS28, ESCRT-I subunit
ILMN_1782851	5.87e-02	1.83e-02	-2.36	-4.204944	-1.72e-01	262527243	TAPBP	TAP binding protein (tapasin)
ILMN_2117508	5.87e-02	1.83e-02	-2.36	-4.205154	-5.98e-02	368711290	CTHRC1	collagen triple helix repeat containing 1
ILMN_2062381	5.87e-02	1.83e-02	-2.36	-4.205814	-1.77e-01	282847507	LCOR	ligand dependent nuclear receptor corepressor
ILMN_1741259	5.87e-02	1.83e-02	-2.36	-4.206093	-1.43e-01	NA		
ILMN_1745655	5.87e-02	1.83e-02	2.36	-4.206545	1.18e-01	196259808	PEX16	peroxisomal biogenesis factor 16
ILMN_1772790	5.88e-02	1.83e-02	-2.36	-4.206758	-8.11e-02	282721056	MAB21L3	mab-21 like 3
ILMN_2123559	5.88e-02	1.83e-02	-2.36	-4.207178	-1.98e-01	393290876	MIGA1	mitoguardin 1
ILMN_1859614	5.88e-02	1.83e-02	-2.36	-4.207223	-6.35e-02	11594332		
ILMN_1916931	5.88e-02	1.83e-02	-2.36	-4.207432	-9.74e-02	27825367		
ILMN_3244784	5.88e-02	1.84e-02	2.36	-4.20842	1.02e-02	NA		
ILMN_3311005	5.89e-02	1.84e-02	2.36	-4.208705	4.57e-02	262206296	MIR212	microRNA 212
ILMN_1766264	5.89e-02	1.84e-02	-2.36	-4.208752	-1.99e-01	70780383	PI16	peptidase inhibitor 16
ILMN_1856009	5.89e-02	1.84e-02	-2.36	-4.208835	-1.01e-01	14166306	GRIK3	glutamate ionotropic receptor kainate type subunit 3
ILMN_1762033	5.89e-02	1.84e-02	2.36	-4.208901	1.33e-01	170932480	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D
ILMN_1773119	5.89e-02	1.84e-02	-2.36	-4.20974	-1.86e-01	118572587	CCNF	cyclin F
ILMN_1711227	5.89e-02	1.84e-02	2.36	-4.209861	1.98e-01	359718931	GMDS	GDP-mannose 4,6-dehydratase
ILMN_2410783	5.89e-02	1.84e-02	2.36	-4.210163	2.30e-01	974005219	GAA	glucosidase alpha, acid
ILMN_1718376	5.90e-02	1.84e-02	-2.36	-4.210456	-7.18e-02	NA		
ILMN_1702198	5.90e-02	1.84e-02	2.36	-4.210863	1.83e-01	NA		
ILMN_1706935	5.90e-02	1.84e-02	2.36	-4.211016	1.65e-01	319655555	CCDC136	coiled-coil domain containing 136
ILMN_1825289	5.90e-02	1.84e-02	-2.36	-4.21151	-7.65e-02	3889079		
ILMN_1698148	5.90e-02	1.84e-02	-2.36	-4.212071	-7.67e-02	304361774	CHD5	chromodomain helicase DNA binding protein 5
ILMN_1655637	5.91e-02	1.84e-02	2.36	-4.212421	2.53e-02	527498305	UPK1A	uroplakin 1A
ILMN_1718805	5.92e-02	1.85e-02	-2.36	-4.214086	-8.72e-02	299115259	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha
ILMN_1761993	5.92e-02	1.85e-02	2.36	-4.214198	2.14e-02	148235698	PAIP2B	poly(A) binding protein interacting protein 2B
ILMN_1709247	5.92e-02	1.85e-02	-2.36	-4.214625	-9.15e-02	124269712	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
ILMN_2394975	5.92e-02	1.85e-02	-2.36	-4.2152	-6.19e-02	301897486	OTUD4	OTU deubiquitinase 4
ILMN_1799280	5.92e-02	1.85e-02	2.36	-4.215374	3.00e-02	82880652	BDH1	3-hydroxybutyrate dehydrogenase, type 1
ILMN_1662294	5.93e-02	1.85e-02	2.36	-4.215635	7.19e-02	NA		
ILMN_1882112	5.93e-02	1.85e-02	-2.36	-4.216283	-8.89e-02	27831083		
ILMN_1689623	5.93e-02	1.85e-02	-2.36	-4.216857	-1.06e-01	NA		
ILMN_1698103	5.93e-02	1.85e-02	-2.36	-4.216876	-6.40e-02	NA		
ILMN_1662766	5.93e-02	1.85e-02	-2.36	-4.217204	-9.19e-02	NA		
ILMN_1666214	5.94e-02	1.86e-02	-2.36	-4.217975	-9.77e-02	NA		
ILMN_1666444	5.94e-02	1.86e-02	-2.36	-4.218176	-1.02e-01	222446645	RBMS1	RNA binding motif single stranded interacting protein 1
ILMN_1754772	5.95e-02	1.86e-02	2.36	-4.219044	4.33e-02	NA		
ILMN_1813746	5.95e-02	1.86e-02	-2.36	-4.219072	-1.63e-01	209529710	CORO2A	coronin 2A
ILMN_2064311	5.95e-02	1.86e-02	-2.36	-4.219538	-8.35e-02	323276664	MINOS1	mitochondrial inner membrane organizing system 1
ILMN_1824589	5.95e-02	1.86e-02	-2.36	-4.219583	-9.79e-02	18980101		
ILMN_1681526	5.95e-02	1.86e-02	-2.36	-4.219589	-6.97e-02	291575123	SLC5A1	solute carrier family 5 member 1
ILMN_1915783	5.95e-02	1.86e-02	-2.36	-4.219866	-2.22e-01	30981126		
